Unnamed: 0,sender,date,parsed_datetime,date_only,week,month,year,days_since,email_body,company,subject,true_label
780,Wells Fargo HR <hr@wellsfargo.com>,"2/6/25, 12:00 AM",2025-02-06 00:00:00,2025-02-06,6,2,2025,64,"Hello Micheal Gary Scott,

Thank you for applying to Wells Fargo for our Technical Program Manager role. We've reviewed your qualifications and would like to set up a call to discuss the opportunity further.

Would you be available for a brief introductory call this week? The conversation would last about 20-30 minutes.

Please let me know what times work best for you.

Thanks,
Christopher Martinez
Wells Fargo",Wells Fargo,Wells Fargo - Interview Request,interview
738,Cerner Careers <noreply@cerner.com>,"2/13/25, 12:00 AM",2025-02-13 00:00:00,2025-02-13,7,2,2025,57,"Dear Micheal Gary Scott,

Thank you for your interest in the Biostatistician position at Cerner. We were impressed by your background and would like to invite you for an interview.

We'd like to schedule a video interview at your earliest convenience. Please reply to this email with your availability for the coming week, or use the scheduling link below to book a time slot.

The interview will be approximately 45-60 minutes and will be conducted by Brian Harris, our hiring manager.

We look forward to speaking with you!

Best regards,
Brian Harris
Cerner Talent Acquisition",Cerner,Interview Invitation: Biostatistician at Cerner,interview
860,Atlassian Careers <noreply@atlassian.com>,"1/11/25, 12:00 AM",2025-01-11 00:00:00,2025-01-11,2,1,2025,90,"Dear Micheal Gary Scott,

We have reviewed your application for the Data Analyst role at Atlassian and we are impressed with your background.

We would like to move you to the next step of our interview process. A recruiter will be reaching out to you within the next 2-3 business days to schedule an initial video interview.

In the meantime, please ensure your contact information is up to date in our system.

Best regards,
The Atlassian Recruitment Team",Atlassian,You've been selected! Next steps for Data Analyst at Atlassian,interview
400,Talent Acquisition <careers@lockheedmartin.com>,"2/2/25, 12:00 AM",2025-02-02 00:00:00,2025-02-02,5,2,2025,68,"Hi Micheal Gary Scott,

We wanted to follow up regarding your application for Pricing Analyst at Lockheed Martin.

After reviewing all candidates, we have decided to move forward with other applicants for this particular role. We know this isn't the news you were hoping for, and we appreciate the effort you put into your application.

Please don't hesitate to apply for other positions at Lockheed Martin in the future.

All the best,
Lockheed Martin Recruiting",Lockheed Martin,An update on your application,rejection
530,recruiting@target.com,"2/6/25, 12:00 AM",2025-02-06 00:00:00,2025-02-06,6,2,2025,64,"Michael Gary Scott,

Thank you for your time and interest in the UX Designer role at Target. After careful evaluation, we've decided not to proceed with your application. This was a competitive search and we had to make some tough choices.

Your resume will remain in our database for future consideration.

Regards,
Target Talent Team",Target,Target - Application Decision,rejection
157,GitHub HR <hr@github.com>,"4/3/25, 12:00 AM",2025-04-03 00:00:00,2025-04-03,14,4,2025,8,"Dear Micheal Gary Scott,

We are thrilled to welcome you to the GitHub family! Your offer for the Strategy Analyst position has been accepted, and we're excited to have you join us.

Your onboarding details:
- Start date: February 15, 2025
- Orientation: First day at 9:00 AM
- Location: Main campus, Building A

Before your start date, please complete the following:
1. Sign all onboarding documents
2. Set up your benefits enrollment
3. Complete the I-9 verification

We look forward to seeing you on February 15, 2025!

Maria Garcia
Onboarding Coordinator, GitHub",GitHub,Welcome to GitHub!,acceptance
726,no-reply@servicenow.com,"4/29/25, 12:00 AM",2025-04-29 00:00:00,2025-04-29,18,4,2025,-18,"Dear Michael Gary Scott,

Following our review of your application, we are pleased to invite you to an on-site interview at ServiceNow for the Full Stack Developer position.

Date: February 07, 2025
Location: ServiceNow Headquarters
Time: 2:30 PM

Your interview day will include:
- Meeting with the hiring manager
- Technical assessment
- Team meet and greet
- Lunch with the team

Please bring a valid photo ID. We will reimburse any travel expenses.

Looking forward to meeting you in person!

Amanda Davis
ServiceNow",ServiceNow,Interview details for Full Stack Developer - ServiceNow,interview
359,Zoom Careers <noreply@zoom.com>,"3/17/25, 12:00 AM",2025-03-17 00:00:00,2025-03-17,12,3,2025,25,"Dear Micheal Gary Scott,

Thank you for applying for the Full Stack Developer position at Zoom. At this time, we regret to inform you that we've decided not to move forward with your application.

As a growing organization we always have new positions available and therefore we encourage you to check our careers page regularly.

We appreciate your interest and wish you success in your job search.

Sincerely,
Recruitment Team
Zoom",Zoom,Application Status Update - Full Stack Developer,rejection
354,no-reply@morganstanley.com,"3/17/25, 12:00 AM",2025-03-17 00:00:00,2025-03-17,12,3,2025,25,"Hi Micheal Gary Scott,

Thank you for your interest in Morgan Stanley! Unfortunately, we have decided not to proceed with your candidacy for the current Customer Success Manager opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Daniel Wilson
Morgan Stanley",Morgan Stanley,Application follow-up: Morgan Stanley,rejection
1057,no-reply@nuro.com,"4/6/25, 12:00 AM",2025-04-06 00:00:00,2025-04-06,14,4,2025,5,"Hi Micheal Gary Scott,

Thank you for applying to Nuro! As part of our selection process for the Risk Analyst role, we'd like you to complete a HireVue video interview.

You'll be asked to respond to a series of pre-recorded questions on camera. You can complete this at any time before May 01, 2025.

Tips:
- Find a quiet, well-lit space
- Test your camera and microphone beforehand
- You'll have time to prepare before each question

Start your HireVue interview: [Link]

Nuro Talent Acquisition",Nuro,HireVue Interview - Risk Analyst at Nuro,action_required
1289,Stryker HR <hr@stryker.com>,"1/12/25, 12:00 AM",2025-01-12 00:00:00,2025-01-12,2,1,2025,89,"Dear Micheal Gary Scott,

Thank you for applying to the Data Engineer position at Stryker. As the next step in our hiring process, we'd like you to complete an online assessment.

Please complete the assessment within 5 business days (by January 24, 2025). The assessment will take approximately 60-90 minutes.

Click the link below to begin:
[Assessment Link]

If you have any technical difficulties, please contact our support team.

Good luck!
Stryker Recruiting",Stryker,Action Required: Complete your assessment for Stryker,action_required
1286,Rivian HR <hr@rivian.com>,"4/8/25, 12:00 AM",2025-04-08 00:00:00,2025-04-08,15,4,2025,3,"Dear Michael Gary Scott,

Thank you for applying to the Data Engineer position at Rivian. As the next step in our hiring process, we'd like you to complete an online assessment.

Please complete the assessment within 5 business days (by January 28, 2025). The assessment will take approximately 60-90 minutes.

Click the link below to begin:
[Assessment Link]

If you have any technical difficulties, please contact our support team.

Good luck!
Rivian Recruiting",Rivian,Action Required: Complete your assessment for Rivian,action_required
884,Cisco HR <hr@cisco.com>,"3/19/25, 12:00 AM",2025-03-19 00:00:00,2025-03-19,12,3,2025,23,"Hi Micheal Gary Scott,

Thanks for your application to the Biostatistician position at Cisco. Your profile caught our attention and we'd love to learn more about you.

I'd like to schedule a quick screening call to discuss your background and the opportunity. This would be a casual 20-minute conversation.

Are you free sometime this week?

Cheers,
Rachel Thompson
Talent Acquisition, Cisco",Cisco,Screening call - Biostatistician at Cisco,interview
203,Walmart HR <hr@walmart.com>,"4/13/25, 12:00 AM",2025-04-13 00:00:00,2025-04-13,15,4,2025,-2,"Micheal Gary Scott,

Congratulations on your offer! After a competitive selection process, we are pleased to extend an offer for the Strategy Analyst position at Walmart.

Offer details:
- Annual base: $85,000
- Benefits effective from start date
- Start date: January 22, 2025

Please accept or decline by responding to this email within 5 business days.

Looking forward to your response!

Walmart Recruiting",Walmart,Job Offer: Strategy Analyst - Walmart,acceptance
35,PwC HR <hr@pwc.com>,"4/5/25, 12:00 AM",2025-04-05 00:00:00,2025-04-05,14,4,2025,6,"Dear Michael Gary Scott,

We are thrilled to welcome you to the PwC family! Your offer for the Business Analyst position has been accepted, and we're excited to have you join us.

Your onboarding details:
- Start date: May 01, 2025
- Orientation: First day at 9:00 AM
- Location: Main campus, Building A

Before your start date, please complete the following:
1. Sign all onboarding documents
2. Set up your benefits enrollment
3. Complete the I-9 verification

We look forward to seeing you on May 01, 2025!

Rachel Thompson
Onboarding Coordinator, PwC",PwC,Welcome to PwC!,acceptance
168,American Express HR <hr@americanexpress.com>,"3/15/25, 12:00 AM",2025-03-15 00:00:00,2025-03-15,11,3,2025,27,"Hi Michael Gary Scott,

I'm delighted to inform you that you have been selected for the Pricing Analyst role at American Express. Congratulations on your successful interview process!

The formal offer letter is attached to this email. Key highlights:
- Role: Pricing Analyst
- Start date: March 10, 2025
- Compensation: $125,000 base + bonus

Please review carefully and let me know if you have any questions. We'd appreciate your decision within one week.

Welcome to the team!

Christopher Martinez
American Express",American Express,American Express - Your Offer of Employment,acceptance
506,Talent Acquisition <careers@lucidmotors.com>,"1/6/25, 12:00 AM",2025-01-06 00:00:00,2025-01-06,2,1,2025,95,"Hi Michael Gary Scott,

Thank you for your interest in Lucid Motors! Unfortunately, we have decided not to proceed with your candidacy for the current Data Engineer opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Jessica Hall
Lucid Motors",Lucid Motors,Application follow-up: Lucid Motors,rejection
88,Spotify HR <hr@spotify.com>,"2/12/25, 12:00 AM",2025-02-12 00:00:00,2025-02-12,7,2,2025,58,"Dear Micheal Gary Scott,

We are thrilled to welcome you to the Spotify family! Your offer for the Technical Program Manager position has been accepted, and we're excited to have you join us.

Your onboarding details:
- Start date: March 18, 2025
- Orientation: First day at 9:00 AM
- Location: Main campus, Building A

Before your start date, please complete the following:
1. Sign all onboarding documents
2. Set up your benefits enrollment
3. Complete the I-9 verification

We look forward to seeing you on March 18, 2025!

Kevin Taylor
Onboarding Coordinator, Spotify",Spotify,Welcome to Spotify!,acceptance
1775,Coursera HR <hr@coursera.com>,"1/6/25, 12:00 AM",2025-01-06 00:00:00,2025-01-06,2,1,2025,95,"Dear Michael Gary Scott,

Thank you for your interest in the Backend Engineer position at Coursera. We want to let you know that we have received your application materials.

Our recruiting team reviews every application thoroughly. We will be in contact with you regarding the status of your application.

Please do not reply to this automated message.

Sincerely,
Coursera Human Resources",Coursera,We received your application for Backend Engineer,in_process
1546,no-reply@monday.com.com,"3/3/25, 12:00 AM",2025-03-03 00:00:00,2025-03-03,10,3,2025,39,"Dear Michael Gary Scott,

Thank you for your interest in the Software Engineer position at Monday.com. We want to let you know that we have received your application materials.

Our recruiting team reviews every application thoroughly. We will be in contact with you regarding the status of your application.

Please do not reply to this automated message.

Sincerely,
Monday.com Human Resources",Monday.com,We received your application for Software Engineer,in_process
838,JPMorgan Chase Careers <noreply@jpmorganchase.com>,"3/21/25, 12:00 AM",2025-03-21 00:00:00,2025-03-21,12,3,2025,21,"Hi Micheal Gary Scott,

Your interview for the Applied Scientist position at JPMorgan Chase has been scheduled.

Date: February 08, 2025
Time: 3:00 PM EST
Format: Video call (link will be sent separately)
Interviewer: James Williams
Duration: 60 minutes

Please confirm your attendance by replying to this email. If you need to reschedule, let us know at least 24 hours in advance.

Good luck!

JPMorgan Chase Recruiting Team",JPMorgan Chase,Interview Scheduled - Applied Scientist at JPMorgan Chase,interview
407,Cohere HR <hr@cohere.com>,"1/13/25, 12:00 AM",2025-01-13 00:00:00,2025-01-13,3,1,2025,88,"Dear Michael Gary Scott,

We appreciate your interest in joining Cohere and the time you invested in applying for the AI Engineer position.

After a thorough review of your application, we have determined that we will not be advancing your candidacy at this time. The selection process was highly competitive, and while your background is impressive, we have chosen to pursue candidates whose experience more closely matches our current needs.

We will keep your information on file and may reach out if a suitable opportunity arises.

With best wishes,
Cohere HR Team",Cohere,Regarding your application to Cohere,rejection
222,Uber HR <hr@uber.com>,"1/31/25, 12:00 AM",2025-01-31 00:00:00,2025-01-31,5,1,2025,70,"Dear Michael Gary Scott,

It gives me great pleasure to inform you that you have been selected as our new Cloud Engineer. Congratulations on this well-deserved achievement!

We were thoroughly impressed throughout the interview process and are confident that you will thrive at Uber.

Your offer letter with full details is attached. Please don't hesitate to reach out with any questions.

Welcome aboard!

Best regards,
Brian Harris
Chief People Officer
Uber",Uber,"Congratulations, Michael Gary Scott!",acceptance
126,PwC Careers <noreply@pwc.com>,"1/13/25, 12:00 AM",2025-01-13 00:00:00,2025-01-13,3,1,2025,88,"Dear Micheal Gary Scott,

It gives me great pleasure to inform you that you have been selected as our new Investment Analyst. Congratulations on this well-deserved achievement!

We were thoroughly impressed throughout the interview process and are confident that you will thrive at PwC.

Your offer letter with full details is attached. Please don't hesitate to reach out with any questions.

Welcome aboard!

Best regards,
Michelle Anderson
Chief People Officer
PwC",PwC,"Congratulations, Micheal Gary Scott!",acceptance
1851,Cohere Careers <noreply@cohere.com>,"4/18/25, 12:00 AM",2025-04-18 00:00:00,2025-04-18,16,4,2025,-7,"Hi Micheal Gary Scott,

Here's your weekly roundup of jobs based on your preferences:

Udemy - Research Scientist
Waters Corporation - Supply Chain Analyst
Epic Systems - Biostatistician
Cisco - Product Analyst

See all recommendations on your dashboard.

To manage your notification preferences or unsubscribe, visit settings.

Best,
The Jobs Team",Cohere,Your weekly job digest,unrelated
1747,recruiting@spotify.com,"2/23/25, 12:00 AM",2025-02-23 00:00:00,2025-02-23,8,2,2025,47,"Hello Michael Gary Scott,

We've received your application for the Compliance Analyst position at Spotify. Thank you for taking the time to apply and for considering joining us.

First of all, our recruiters will take a close look at your resume and cover letter. If your qualifications are a good match for the role, you'll hear from us soon.

In the meantime, feel free to explore other opportunities on our careers page.

Best regards,
The Spotify Talent Team",Spotify,Compliance Analyst at Spotify: we've got your application,in_process
232,Atlassian Careers <noreply@atlassian.com>,"4/17/25, 12:00 AM",2025-04-17 00:00:00,2025-04-17,16,4,2025,-6,"Hi Micheal Gary Scott,

I'm delighted to inform you that you have been selected for the Biostatistician role at Atlassian. Congratulations on your successful interview process!

The formal offer letter is attached to this email. Key highlights:
- Role: Biostatistician
- Start date: March 03, 2025
- Compensation: $125,000 base + bonus

Please review carefully and let me know if you have any questions. We'd appreciate your decision within one week.

Welcome to the team!

David Rodriguez
Atlassian",Atlassian,Atlassian - Your Offer of Employment,acceptance
908,no-reply@pfizer.com,"4/17/25, 12:00 AM",2025-04-17 00:00:00,2025-04-17,16,4,2025,-6,"Hi Micheal Gary Scott,

I'm excited to let you know that we'd like to advance your candidacy for the Strategy Analyst role at Pfizer.

The next step in our process is a technical interview. This will be a 60-minute session focused on problem-solving and domain knowledge relevant to the position.

Could you share your availability for the next two weeks? We'll work to find a time that suits you.

Best,
Maria Garcia
Pfizer Hiring Team",Pfizer,Moving forward with your application - Pfizer,interview
618,no-reply@robinhood.com,"2/11/25, 12:00 AM",2025-02-11 00:00:00,2025-02-11,7,2,2025,59,"Hi Micheal Gary Scott,

Thank you for your interest in Robinhood! Unfortunately, we have decided not to proceed with your candidacy for the current Full Stack Developer opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Kevin Taylor
Robinhood",Robinhood,Application follow-up: Robinhood,rejection
27,Talent Acquisition <careers@workday.com>,"4/19/25, 12:00 AM",2025-04-19 00:00:00,2025-04-19,16,4,2025,-8,"Dear Micheal Gary Scott,

Congratulations! We are excited to extend you an offer to join Workday as a Business Intelligence Analyst.

Your start date is May 22, 2025. The compensation package includes:
- Base salary: $85,000
- Annual bonus target
- Full benefits package
- Stock options

Please sign and return the attached offer letter by the indicated deadline. If you have any questions about the offer or the onboarding process, don't hesitate to reach out.

We can't wait to have you on the team!

Best,
Stephanie Clark
Workday People Team",Workday,Offer Letter - Business Intelligence Analyst at Workday,acceptance
1391,Waymo Careers <noreply@waymo.com>,"4/4/25, 12:00 AM",2025-04-04 00:00:00,2025-04-04,14,4,2025,7,"Dear Micheal Gary Scott,

Your application for Full Stack Developer at Waymo is incomplete. To be considered for the role, please complete the following:

- Finish the online application form
- Submit your portfolio or work samples
- Complete the pre-employment questionnaire

Deadline: March 29, 2025

Log in to our careers portal to complete these items.

Thank you,
Waymo HR",Waymo,Please complete your application - Waymo,action_required
122,General Electric Careers <noreply@generalelectric.com>,"4/6/25, 12:00 AM",2025-04-06 00:00:00,2025-04-06,14,4,2025,5,"Dear Michael Gary Scott,

Congratulations! We are excited to extend you an offer to join General Electric as a Data Scientist.

Your start date is January 29, 2025. The compensation package includes:
- Base salary: $140,000
- Annual bonus target
- Full benefits package
- Stock options

Please sign and return the attached offer letter by the indicated deadline. If you have any questions about the offer or the onboarding process, don't hesitate to reach out.

We can't wait to have you on the team!

Best,
Amanda Davis
General Electric People Team",General Electric,Offer Letter - Data Scientist at General Electric,acceptance
820,no-reply@coinbase.com,"1/9/25, 12:00 AM",2025-01-09 00:00:00,2025-01-09,2,1,2025,92,"Dear Michael Gary Scott,

I hope this email finds you well. I'm reaching out regarding your application for the Full Stack Developer position at Coinbase.

I'm pleased to let you know that our team has reviewed your application and we'd like to schedule an initial phone screen with you. This will be a 30-minute conversation to learn more about your experience and share details about the role.

Are you available on February 21, 2025 at 4:00 PM EST? If not, please suggest some alternative times.

Looking forward to connecting!

Michelle Anderson
Talent Acquisition Partner
Coinbase",Coinbase,Next steps - Full Stack Developer position at Coinbase,interview
678,Pinterest HR <hr@pinterest.com>,"2/12/25, 12:00 AM",2025-02-12 00:00:00,2025-02-12,7,2,2025,58,"Hi Micheal Gary Scott,

Thank you for your interest in the Data Analyst role. We regret to inform you that we will not be moving forward with your candidacy for this position.

We encourage you to visit our website at careers.pinterest.com to view other opportunities that may align with your experience.

Best regards,
Pinterest Recruiting",Pinterest,Pinterest | Application update,rejection
474,Fortinet Careers <noreply@fortinet.com>,"1/1/25, 12:00 AM",2025-01-01 00:00:00,2025-01-01,1,1,2025,100,"Michael Gary Scott,

Thank you for your time and interest in the Quantitative Analyst role at Fortinet. After careful evaluation, we've decided not to proceed with your application. This was a competitive search and we had to make some tough choices.

Your resume will remain in our database for future consideration.

Regards,
Fortinet Talent Team",Fortinet,Fortinet - Application Decision,rejection
327,no-reply@datadog.com,"4/28/25, 12:00 AM",2025-04-28 00:00:00,2025-04-28,18,4,2025,-17,"Dear Micheal Gary Scott,

Thank you for applying for the Business Analyst position at Datadog. At this time, we regret to inform you that we've decided not to move forward with your application.

As a growing organization we always have new positions available and therefore we encourage you to check our careers page regularly.

We appreciate your interest and wish you success in your job search.

Sincerely,
Recruitment Team
Datadog",Datadog,Application Status Update - Business Analyst,rejection
190,recruiting@kpmg.com,"3/20/25, 12:00 AM",2025-03-20 00:00:00,2025-03-20,12,3,2025,22,"Dear Micheal Gary Scott,

I am pleased to offer you the position of Software Engineer at KPMG. After meeting with our interview panel, everyone was impressed with your skills and experience, and we believe you'll make a significant contribution to our team.

Please review the attached offer details and compensation package. Your proposed start date is April 23, 2025.

To accept, please sign the offer letter and return it to us. We're excited to have you!

Congratulations,
Jennifer Lee
VP of Talent, KPMG",KPMG,Great news from KPMG!,acceptance
905,Boston Scientific HR <hr@bostonscientific.com>,"4/25/25, 12:00 AM",2025-04-25 00:00:00,2025-04-25,17,4,2025,-14,"Dear Micheal Gary Scott,

We are pleased to inform you that you have been shortlisted for the Data Scientist position at Boston Scientific.

We would like to invite you to participate in a virtual panel interview with members of our engineering team. The interview will consist of both technical and behavioral questions.

Please select a time slot that works for you using the calendar link below.

We look forward to meeting you!

Warm regards,
Nicole Robinson
Boston Scientific People Operations",Boston Scientific,Congratulations! You've been selected for an interview at Boston Scientific,interview
1760,Procter & Gamble HR <hr@procter&gamble.com>,"1/30/25, 12:00 AM",2025-01-30 00:00:00,2025-01-30,5,1,2025,71,"Hi Michael Gary Scott,

We've received your application for the Systems Analyst position (Job ID: 669711) at Procter & Gamble. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The Procter & Gamble Recruiting Team",Procter & Gamble,Application received: Systems Analyst at Procter & Gamble,in_process
1470,recruiting@servicenow.com,"1/5/25, 12:00 AM",2025-01-05 00:00:00,2025-01-05,1,1,2025,96,"Dear Micheal Gary Scott,

Thank you for your interest in the Clinical Data Analyst position at ServiceNow. We want to let you know that we have received your application materials.

Our recruiting team reviews every application thoroughly. We will be in contact with you regarding the status of your application.

Please do not reply to this automated message.

Sincerely,
ServiceNow Human Resources",ServiceNow,We received your application for Clinical Data Analyst,in_process
1043,no-reply@pepsico.com,"1/18/25, 12:00 AM",2025-01-18 00:00:00,2025-01-18,3,1,2025,83,"Hello Michael Gary Scott,

Thank you for applying to PepsiCo for our Data Engineer role. We've reviewed your qualifications and would like to set up a call to discuss the opportunity further.

Would you be available for a brief introductory call this week? The conversation would last about 20-30 minutes.

Please let me know what times work best for you.

Thanks,
Thomas Brown
PepsiCo",PepsiCo,PepsiCo - Interview Request,interview
1826,Samsung Careers <noreply@samsung.com>,"3/31/25, 12:00 AM",2025-03-31 00:00:00,2025-03-31,14,3,2025,11,"Hi Micheal Gary Scott,

Welcome to the Samsung Careers Portal! Your account has been created successfully.

Here's what you can do:
- Browse open positions
- Set up job alerts
- Track your applications
- Update your profile

Username: micheal.gary.scott

Please verify your email address by clicking the link below.

Samsung Careers",Samsung,Welcome to Samsung Careers Portal,unrelated
1917,Talent Acquisition <careers@americanexpress.com>,"4/27/25, 12:00 AM",2025-04-27 00:00:00,2025-04-27,17,4,2025,-16,"Hi Michael Gary Scott,

We found new jobs that match your profile:

- Data Analyst at Walmart
- Business Analyst at Scale AI
- Software Engineer at Goldman Sachs

Apply now on our platform!

If you wish to unsubscribe from these alerts, click here.

JobBoard Team",American Express,New jobs that match your profile,unrelated
1666,recruiting@visa.com,"4/21/25, 12:00 AM",2025-04-21 00:00:00,2025-04-21,17,4,2025,-10,"Hi Michael Gary Scott,

Thank you for submitting your application for the Solutions Architect role at Visa. We appreciate you taking the time to apply.

Our team is reviewing applications and will reach out to candidates who are a good match. We will keep your resume on file for future openings as well.

Thank you again,
James Williams
Recruiter, Visa",Visa,Thank you for your interest in Visa,in_process
155,Talent Acquisition <careers@huggingface.com>,"1/25/25, 12:00 AM",2025-01-25 00:00:00,2025-01-25,4,1,2025,76,"Hi Michael Gary Scott,

Fantastic news - we'd love to have you join us at Hugging Face! I'm pleased to extend a formal offer for the Marketing Analyst position.

The details:
- Compensation: $95,000 annually
- Start date: March 06, 2025
- Reports to: Rachel Thompson

We've attached the full offer package for your review. Take your time looking through it and let me know if you have any questions.

We're really excited about this!

Daniel Wilson
Hugging Face",Hugging Face,Your Hugging Face offer,acceptance
1343,recruiting@stryker.com,"4/2/25, 12:00 AM",2025-04-02 00:00:00,2025-04-02,14,4,2025,9,"Hello Michael Gary Scott,

We are excited about your application for the Data Engineer position at Stryker. Before we can proceed, we need you to complete a few items:

- Complete the technical assessment (estimated time: 60 minutes)
- Upload a copy of your most recent transcript
- Fill out the additional questionnaire

Please complete these steps by March 13, 2025 to remain in consideration.

Thank you for your time and interest!

Stryker Recruiting Team",Stryker,Action Needed: Data Engineer application at Stryker,action_required
37,no-reply@unilever.com,"4/26/25, 12:00 AM",2025-04-26 00:00:00,2025-04-26,17,4,2025,-15,"Dear Michael Gary Scott,

On behalf of Unilever, I am pleased to extend an offer of employment for the position of Associate Consultant.

We were truly impressed by your qualifications and believe you will be a great addition to our team. Please find the details of your offer below:

Position: Associate Consultant
Start Date: February 02, 2025
Base Salary: $105,000 per year
Location: Hybrid

Please review the attached offer letter and respond within 5 business days.

Welcome aboard!

Kevin Taylor
HR Director, Unilever",Unilever,Congratulations! Offer for Associate Consultant at Unilever,acceptance
1798,Talent Acquisition <careers@coinbase.com>,"3/12/25, 12:00 AM",2025-03-12 00:00:00,2025-03-12,11,3,2025,30,"Your application was sent to Coinbase

Michael Gary Scott your application was sent to Coinbase

Coinbase
Quantitative Analyst

Your application was sent to the employer. Good luck!

Note: This email confirms your application was submitted.",Coinbase,"Michael Gary Scott, your application was sent to Coinbase",in_process
674,no-reply@robinhood.com,"3/9/25, 12:00 AM",2025-03-09 00:00:00,2025-03-09,10,3,2025,33,"Hi Michael Gary Scott,

Thank you for your interest in Robinhood! Unfortunately, we have decided not to proceed with your candidacy for the current Engineering Manager opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Daniel Wilson
Robinhood",Robinhood,Application follow-up: Robinhood,rejection
1525,no-reply@capitalone.com,"4/23/25, 12:00 AM",2025-04-23 00:00:00,2025-04-23,17,4,2025,-12,"Hello Micheal Gary Scott,

This is to confirm that your application for the Actuarial Analyst role at Capital One has been successfully submitted.

What happens next:
- Our team will carefully review your resume and qualifications
- If your experience matches our requirements, we will contact you
- You can check your application status at any time through our portal

Thank you for considering Capital One as your next career step.

Best,
Capital One Careers",Capital One,Your application to Capital One has been submitted,in_process
1600,no-reply@abbvie.com,"3/12/25, 12:00 AM",2025-03-12 00:00:00,2025-03-12,11,3,2025,30,"Dear Micheal Gary Scott,

We are writing to confirm receipt of your application for the Biostatistician position at AbbVie (Ref: 317523).

Your application is being reviewed by our hiring managers. We will notify you of any changes to your application status.

Kind regards,
AbbVie Recruitment",AbbVie,Application Acknowledged - Biostatistician,in_process
1960,Home Depot Careers <noreply@homedepot.com>,"1/17/25, 12:00 AM",2025-01-17 00:00:00,2025-01-17,3,1,2025,84,"Hi Michael Gary Scott,

We received a request to reset your password for your Home Depot careers account.

Click here to reset your password: [Reset Link]

This link expires in 1 hour. If you didn't request this, please ignore this email.

Security Team
Home Depot",Home Depot,Password reset request,unrelated
932,recruiting@snowflake.com,"3/28/25, 12:00 AM",2025-03-28 00:00:00,2025-03-28,13,3,2025,14,"Hello Michael Gary Scott,

Thank you for applying to Snowflake for our Systems Analyst role. We've reviewed your qualifications and would like to set up a call to discuss the opportunity further.

Would you be available for a brief introductory call this week? The conversation would last about 20-30 minutes.

Please let me know what times work best for you.

Thanks,
Brian Harris
Snowflake",Snowflake,Snowflake - Interview Request,interview
840,Talent Acquisition <careers@square.com>,"2/10/25, 12:00 AM",2025-02-10 00:00:00,2025-02-10,7,2,2025,60,"Hi Micheal Gary Scott,

Thanks for your application to the Biostatistician position at Square. Your profile caught our attention and we'd love to learn more about you.

I'd like to schedule a quick screening call to discuss your background and the opportunity. This would be a casual 20-minute conversation.

Are you free sometime this week?

Cheers,
Stephanie Clark
Talent Acquisition, Square",Square,Screening call - Biostatistician at Square,interview
1478,Datadog Careers <noreply@datadog.com>,"3/1/25, 12:00 AM",2025-03-01 00:00:00,2025-03-01,9,3,2025,41,"Dear Micheal Gary Scott,

Thank you for applying to the Security Analyst position at Datadog. We have received your application and our recruiting team will review your qualifications carefully.

If your background aligns with our requirements, a member of our team will reach out to discuss next steps. Please note that due to the high volume of applications, this process may take several weeks.

In the meantime, you can track your application status through our careers portal.

Best regards,
Datadog Talent Acquisition",Datadog,Thank you for applying to Datadog!,in_process
549,Deloitte Careers <noreply@deloitte.com>,"3/2/25, 12:00 AM",2025-03-02 00:00:00,2025-03-02,9,3,2025,40,"Deloitte

Micheal Gary Scott,

Thank you for your interest in the Product Manager position at Deloitte. At this time we're sorry to let you know we're moving forward with other candidates.

Please continue to visit our careers page for future opportunities.

Deloitte Talent Acquisition Team",Deloitte,Your job application status,rejection
1855,recruiting@charlesschwab.com,"1/10/25, 12:00 AM",2025-01-10 00:00:00,2025-01-10,2,1,2025,91,"Hello Michael Gary Scott,

Welcome to the Charles Schwab Talent Community monthly newsletter!

This month:
- Inside look: Life at Charles Schwab
- Employee spotlight: Meet our team
- Upcoming hiring events
- New blog: Career development tips

Stay connected and be the first to know about new opportunities.

Unsubscribe from this newsletter

Charles Schwab Employer Branding Team",Charles Schwab,Charles Schwab Talent Community Newsletter,unrelated
156,no-reply@slack.com,"3/26/25, 12:00 AM",2025-03-26 00:00:00,2025-03-26,13,3,2025,16,"Dear Michael Gary Scott,

On behalf of Slack, I am pleased to extend an offer of employment for the position of Backend Engineer.

We were truly impressed by your qualifications and believe you will be a great addition to our team. Please find the details of your offer below:

Position: Backend Engineer
Start Date: May 09, 2025
Base Salary: $125,000 per year
Location: Hybrid

Please review the attached offer letter and respond within 5 business days.

Welcome aboard!

Christopher Martinez
HR Director, Slack",Slack,Congratulations! Offer for Backend Engineer at Slack,acceptance
